0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
[90.8477714061737],[92.31053471565247],[90.20633912086487],[89.99263787269592],[97.26448631286621],[93.06841135025024],[96.05501341819763],[91.77275729179382],[91.99322199821472],[94.44317817687988],[91.53867316246033],[92.05809760093689],[92.61542630195618],[90.33723664283752],[94.25630593299866],[91.94378542900085],[92.33526015281677],[106.2543556690216],[93.68913459777832],[94.0651183128357],[104.01975917816162],[93.87086772918701],[93.94429111480713],[93.47734832763672],[93.68057680130005],[92.70459985733032],[90.60359168052673],[95.40543389320374],[94.50546479225159],[95.96610832214355],[96.18321990966797],[91.8123288154602],[92.88046789169312],[93.30547213554382],[93.95502305030823],[91.0095534324646],[97.8081521987915],[96.41777014732361],[97.59420895576477],[93.99730896949768],[100.43881440162659],[96.34600019454956],[92.23153233528137],[93.89889073371887],[97.15387034416199],[93.58959603309631],[91.87542772293091],[90.93182468414307],[94.2749412059784],[92.54901909828186],[96.03036522865295],[90.91434025764465],[95.21522545814514],[94.05442023277283],[90.92200875282288],[94.79865980148315],[91.66522479057312],[94.33941292762756],[94.43673467636108],[93.7247896194458],[93.33713412284851],[95.09895420074463],[92.64762926101685],[93.7650580406189],[95.56577944755554],[95.92218923568726],[96.72160601615906],[92.70109796524048],[92.0332772731781],[94.5919497013092],[94.88376760482788],[95.31021308898926],[93.08379244804382],[94.08308267593384],[93.20002865791321],[95.58746981620789],[91.52211999893188],[98.2907440662384],[93.76540493965149],[99.97058582305908],[92.383540391922],[94.97042322158813],[102.42475509643555],[98.14240646362305],[94.60608410835266],[94.8458194732666],[96.32772278785706],[100.09053301811218],[99.67138576507568],[93.87631940841675]
[96.26338076591492],[93.02368187904358],[96.70522785186768],[93.85458135604858],[97.38185286521912],[103.74566698074341],[97.01859760284424],[99.44527769088745],[94.72623085975647],[97.62759256362915],[94.27635264396667],[95.5551073551178],[97.9351098537445],[103.30879020690918],[97.12619090080261],[96.75226998329163],[98.03560042381287],[95.89783525466919],[94.8059868812561],[97.07690477371216],[96.03393936157227],[96.60565638542175],[97.0592713356018],[96.03261232376099],[92.72163248062134],[98.27084922790527],[92.7415041923523],[104.39943027496338],[95.92733478546143],[101.21382451057434],[97.24649548530579],[93.51179623603821],[98.16340112686157],[101.7974226474762],[100.72471928596497],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
