min,mean,max,std
124.59677372685185,125.77665630062859,127.2075496720679,0.6906565949816903
122.96712046682099,124.23247329663722,125.58007908950617,0.6547485605002608
120.06730661651234,121.36311184618658,122.76334008487655,0.6610977962872892
118.07414496527778,119.34492288116257,120.76699845679012,0.6639839185318864
117.7858130787037,119.04983286485889,120.49696518132716,0.6670246197775511
81.46056327160494,90.99275397754654,100.06298852237654,4.38088238460886
80.05325327932098,89.4137722829765,98.45555700231482,4.339448660836565
78.94329475308642,88.33281481353308,97.43770302854938,4.363930446201189
77.41661168981481,86.83432907220273,96.02233506944444,4.394169711232102
77.09079668209877,86.50229028239204,95.70811149691357,4.399881939319064
53.159363425925925,57.24244044735142,61.97585792824074,2.1238756820688005
52.539693769290125,56.70080857981112,61.196453993055556,2.1789360795683663
51.073433641975306,55.20145792478006,59.74687355324074,2.1769316928852933
49.383028549382715,53.533191409934986,58.22093123070988,2.1792926860836186
48.9768253279321,53.137646326160734,57.85663435570988,2.179942191934092
134.10886815200618,141.48188924168667,153.1897125771605,5.35521247052886
132.26901186342593,139.4545849931812,151.0694777199074,5.459362957443288
128.724871720679,135.85561836221083,147.4739993248457,5.72777964587501
125.6532672646605,132.85410417243446,144.23492042824074,5.9604684405429
125.26389708719135,132.51354731431493,143.9030184220679,5.9582258422351915
123.46109278549383,145.51900970530332,163.53252652391976,6.437577213592049
119.99271122685185,142.67637198920266,160.7658063271605,6.055218872275898
116.39769338348765,140.02775464404914,158.1917433449074,5.759624003944892
113.85003231095679,137.99459963541025,156.2820558449074,5.663042322081189
113.46279996141975,137.6605795881014,156.0144666280864,5.663068236909186
95.18915702160494,100.57092528826239,120.46808352623457,3.948471779633929
95.53694878472223,100.71695754859061,120.86777054398148,3.895556180025729
94.97306423611111,100.1168195440994,120.2473861882716,3.882913283940228
94.15135079089507,99.24705011394632,119.41078751929012,3.8646510918321515
93.89938850308641,98.98984734046235,119.14675540123457,3.8609537466667443
96.98351803626544,102.7106283869868,114.7284659529321,3.1673972558808625
95.99986545138889,101.59652047989468,113.39573206018518,3.180524807553454
94.23063319830247,99.80685048199673,111.75642119984568,3.2189496368569874
92.49963445216049,98.06648913023973,110.18314718364198,3.2202665317051613
92.25678819444444,97.80018564981441,109.85623070987654,3.200353165302224
140.49930266203702,143.3356656716178,148.0720664544753,1.973388982770893
139.06390914351852,141.90471032343106,146.54746238425926,1.9634093701435686
137.4059702932099,140.5527192515432,145.27793788580246,2.0157610707577387
135.77447627314814,139.06440878986623,143.89083140432098,2.0869795187330404
135.4466936728395,138.7382060522762,143.58136477623458,2.0981195519273754
109.65950713734568,110.53837718792295,110.74873649691358,0.17412422425155935
107.51694396219136,108.44683308884224,108.67875771604939,0.1960279674061072
106.37028694058642,106.96485712010633,107.15631606867284,0.1368341112210922
105.58854456018518,105.81410105301002,105.97182291666667,0.09199947015893233
105.3220703125,105.48975392595668,105.65758294753087,0.08881346964608625
97.41538821373457,100.38177705761316,102.77608699845679,1.398761336041623
96.28932098765432,99.28151149209106,101.42604456018519,1.3438623674185888
95.1520630787037,97.9060770013503,100.08835985725308,1.3038355117959002
94.01553915895062,96.42557231867285,98.56646701388888,1.2671011286632232
93.75717158564815,96.17143370788324,98.313125,1.2639202571095818
93.24844762731482,101.33818034374872,109.03850453317901,4.4202122551561445
92.9922974537037,101.15820059196967,109.17303722993827,4.604257711158217
92.42330150462963,100.5663950219946,108.62085358796297,4.619117306117996
91.75748794367284,99.855166652888,107.98909963348765,4.641927967918442
91.5503515625,99.65831346963311,107.82527391975309,4.648445957749339
138.66812258873458,146.95909767723845,154.0082769097222,3.951002951263297
136.7091261574074,144.9854019122857,151.30785783179013,3.8967147464071403
132.6917110339506,141.088952487016,146.48571132330247,3.770755667797905
129.1005922067901,137.36029578296112,142.97080439814815,3.717093284263348
128.65375578703703,136.88327131013904,142.5605497685185,3.7206296582461467
54.23913435570988,56.13661420201694,59.39746865354938,1.3648102385474474
54.30285252700617,56.13262180655531,59.32220775462963,1.3599439333480843
53.82991367669753,55.71180339583077,58.829104938271605,1.3593071774756604
53.14554783950617,55.1228915302259,58.27802662037037,1.3531954833212068
52.97815248842593,54.96159169473667,58.12668740354938,1.354783231402421
107.55583188657407,110.38202070772323,112.52578414351852,1.3571407861685296
105.86879967206791,108.53835360879116,110.5522617669753,1.3648319609049946
104.3240446566358,106.8699871409858,108.9593465470679,1.3537170074774034
102.34549864969136,104.86214304459672,106.98503858024691,1.366886955497343
101.93129484953704,104.44173540455427,106.59016927083333,1.3675574157646562
76.4389916087963,80.5400450209692,87.80126591435184,3.754281865359203
77.63865113811728,81.72532168363685,88.96057243441358,3.8326108770896123
77.06420138888889,81.11381665346478,88.25199459876544,3.818548527432955
76.38424768518519,80.41959771921526,87.52460503472223,3.7975746153965684
76.14611496913581,80.17276608033664,87.27148196373457,3.7903723574928976
128.3391198881173,132.04768756930392,140.65523678626542,2.7482650614396547
126.51923321759259,129.82348084688752,138.15273919753088,2.7549732824281183
124.12359326774691,127.526707776347,135.9591473765432,2.9050366442763993
120.79167148919753,124.76128730115843,133.64143566743826,3.130598141577878
120.37536699459876,124.38783449840571,133.30104118441358,3.1568440618925657
144.70661988811727,147.24043018257046,149.9857065007716,1.0142582702774572
143.5614559220679,145.85162184436652,148.31638020833333,0.9463257476881676
142.07087191358025,144.15949513869666,146.25218991126542,0.8947348960818308
140.66144290123458,142.72227940365966,144.73602189429013,0.8870842479226104
140.4531963734568,142.5020016867643,144.49895158179012,0.8816033434829312
124.91737268518519,126.31616709265688,128.5140162037037,0.665723357628821
124.59339602623457,125.94753780221193,128.08024064429011,0.6349417122385816
123.60706211419753,124.97336128472222,127.09017168209877,0.6310362560770961
122.27233217592592,123.5756189846965,125.61287905092593,0.6064691621283046
121.90156491126544,123.22250788323045,125.2703443287037,0.6037146822261447
