0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
[92.95910811424255],[82.2305908203125],[82.43215727806091],[80.79285311698914],[80.9026141166687],[79.7404534816742],[81.29549431800842],[81.18934798240662],[79.6347553730011],[77.69028806686401],[77.95341277122498],[80.47770071029663],[78.96852397918701],[77.06300783157349],[76.21387982368469],[76.004474401474],[78.45655107498169],[76.39160370826721],[75.00564765930176],[77.01682353019714],[77.06620812416077],[76.4455144405365],[76.68575406074524],[76.20396208763123],[78.17605066299438],[77.25590586662292],[77.19437170028687],[77.723801612854],[78.16022515296936],[78.35625529289246],[76.9673752784729],[78.68297219276428],[77.0944311618805],[77.07619166374207],[78.96041679382324],[76.28209614753723],[75.97131705284119],[76.04453420639038],[77.41368198394775],[76.81915426254272],[78.10982036590576],[78.36620807647705],[77.92344832420349],[76.8098509311676],[77.5756561756134],[78.34640574455261],[77.69377875328064],[77.99386048316956],[76.91133260726929],[76.61973094940186],[76.83351755142212],[76.30466413497925],[78.32205843925476],[78.564612865448],[77.43276286125183],[80.68342089653015],[79.20913028717041],[78.71706008911133],[78.8730399608612],[77.56597232818604],[76.57492589950562],[76.44756126403809],[76.48455452919006],[75.51750159263611],[75.2624454498291],[76.22575974464417],[76.42087483406067],[76.2217423915863],[76.900954246521],[75.83318185806274],[76.6647093296051],[76.80494022369385],[76.56508755683899],[76.64809584617615],[76.17313575744629],[79.78456592559814],[77.2939441204071],[78.53663158416748],[76.17752122879028],[75.4153995513916],[78.16721701622009],[77.23126339912415],[76.68263983726501],[76.19802570343018],[76.31772589683533],[78.49931454658508],[77.7010612487793],[77.35790419578552],[76.98056769371033],[76.88145112991333]
[77.91861319541931],[77.6791467666626],[80.05721712112427],[77.59730625152588],[75.81277418136597],[78.05894231796265],[78.3814172744751],[76.94153666496277],[76.0664930343628],[75.61883854866028],[75.65742468833923],[75.08797836303711],[73.96975922584534],[74.65852284431458],[74.77868843078613],[76.86093759536743],[77.8323028087616],[77.01930665969849],[77.17385721206665],[77.29642415046692],[77.36360168457031],[77.4017186164856],[76.86954736709595],[76.63058495521545],[79.44437766075134],[79.09337043762207],[79.92816209793091],[78.83404922485352],[79.67570042610168],[77.31047129631042],[79.2628743648529],[80.41423964500427],[78.55544638633728],[80.02108812332153],[77.61944055557251],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
