0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
[19.747689247131348],[19.576833963394165],[20.31315279006958],[19.508501052856445],[19.7525691986084],[19.40055227279663],[19.133111476898193],[19.059948205947876],[18.95471453666687],[18.98350954055786],[19.303410530090332],[18.991697788238525],[18.92363977432251],[18.89188051223755],[18.895647525787354],[21.29559063911438],[18.897597789764404],[18.991365432739258],[18.77499032020569],[18.84891390800476],[19.254382371902466],[18.893763065338135],[19.06311798095703],[18.73687505722046],[18.812703371047974],[19.035963535308838],[19.020874500274658],[18.986037492752075],[18.94259762763977],[18.816494464874268],[19.08045220375061],[18.930115222930908],[18.547679901123047],[18.76717972755432],[18.836694717407227],[18.902135133743286],[18.823261499404907],[18.75065279006958],[18.864648580551147],[18.754624128341675],[18.732913970947266],[18.380609035491943],[18.831826210021973],[18.68271017074585],[18.8187997341156],[18.91468358039856],[18.767257928848267],[18.890629291534424],[18.808218002319336],[18.790851831436157],[19.00164532661438],[18.98069429397583],[18.87696623802185],[18.97254967689514],[18.973544120788574],[19.115424156188965],[19.012029886245728],[18.9441978931427],[18.792253017425537],[18.911640405654907],[18.929322242736816],[18.786712646484375],[19.003981351852417],[18.90661382675171],[20.90322995185852],[19.13142228126526],[18.84752058982849],[18.95885705947876],[18.682215690612793],[18.703690767288208],[18.96601963043213],[18.653494596481323],[18.746502161026],[18.88501000404358],[18.785868406295776],[19.053309202194214],[18.915321111679077],[18.833739280700684],[18.716596126556396],[18.652642011642456],[18.84584665298462],[18.75371766090393],[18.6510329246521],[18.36370062828064],[18.58052110671997],[19.018444538116455],[18.911160707473755],[18.90495467185974],[18.73912739753723],[18.733293771743774]
[20.34099507331848],[24.195429801940918],[19.906498193740845],[19.88606572151184],[19.47650170326233],[20.040508270263672],[20.07976198196411],[20.28075909614563],[19.88997459411621],[19.73769235610962],[19.49047827720642],[19.540100574493408],[19.634982109069824],[19.23372530937195],[19.2593777179718],[19.204875230789185],[19.218176126480103],[20.057796001434326],[20.076112031936646],[20.078424215316772],[20.593303680419922],[19.985822200775146],[19.985536813735962],[19.944467782974243],[20.286270141601562],[21.040717601776123],[20.171619415283203],[19.974104166030884],[19.961915731430054],[21.500183820724487],[20.18430805206299],[19.770763397216797],[19.31162190437317],[19.556323289871216],[19.76327872276306],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
