min,mean,max,std
814.8926497307881,838.4384908893469,875.6856608065075,11.050583371801576
687.6392342681779,706.567008587882,733.0204609653313,9.90275042856967
515.6787018094507,533.1668968526508,553.7483290178053,8.490766422641705
338.69670781090923,349.6906762250211,364.5827613637633,6.497821392151989
271.3095461107095,279.05583930582435,291.09220708267634,5.379042493168068
557.7213759777834,649.6193464711698,685.6651444061714,22.287440547676784
468.89169561910586,563.5714777066512,596.5305941686973,21.394631176409803
367.2602554569094,442.856923025406,469.7246159608695,17.028075765880235
237.463083428542,284.42852048079527,304.27828953056223,11.739281254151024
182.50848123679845,214.69622857278117,228.6219439171415,8.665732863186543
600.9207723869935,732.5878329613697,792.3905219873346,31.256416777302665
538.3882694627076,630.6949273568995,671.5318793528451,21.567406793699057
451.22155028715684,502.40984721374167,528.0740987405277,12.26518238863626
313.96545262658043,325.8284869726309,341.88999708944306,5.695587147584083
234.39489371557053,243.8786121883595,257.7878874681933,4.48143198375328
505.11799934043125,575.8835376800488,660.4576554696949,34.856798852669364
448.90699040625867,507.0487800828563,579.1800282479347,31.565249712649813
342.1960257845596,388.59863651122026,448.6856923180621,24.11119806886534
159.2565458112275,200.23541855145686,236.5837733367067,16.247255474339983
113.13626128287584,140.53856791874435,163.18298392099106,12.304260583204481
326.25709111628254,639.176596962029,764.240609292806,139.2782045586008
305.7169558733607,526.1249909800816,629.8361702281057,99.20784154745664
265.9607046186575,389.54259374029726,469.63992039455906,56.71516536790631
176.81049398717803,223.9237287255408,275.2377081956161,22.219038005568077
126.92158905572695,161.57760163209585,201.33939947275894,16.446145240206842
675.1294091562515,710.3793693979843,749.4939119112016,17.532498995150974
599.7526375699066,629.0814557041257,664.8589087843245,14.261691280588117
487.4139822053024,508.7421526917153,536.7847087710469,10.571896263350254
347.1547616447699,361.8092036266674,383.915894818977,6.100963000720404
276.5504482238976,288.14533075437566,307.1009945604104,4.373219691962488
592.3485093003292,643.5742200524702,749.1053629281415,33.64060067297983
510.3352130718097,552.7318794766281,636.5157446124696,27.136604662183863
411.6749729963825,446.2294922042329,510.78140635303595,21.730177131089622
289.70425948351425,308.8749878673457,342.28830249709983,12.8626987786468
226.39445959234035,244.87921900061176,268.4110657183928,9.731560198636123
471.7791352665077,526.5796855024546,576.066047542742,33.24941327530671
399.9839640679612,455.7605467836192,498.4994712203675,31.136712398877172
318.38014294110917,362.1309829810048,397.01056493639453,25.423298718334603
200.79698024893088,228.5849997245239,251.62321566945738,15.670151140765606
145.19886089364365,165.29943224471796,182.4859468406228,11.129530830631387
476.90992162082875,515.4441325404119,522.4437419598069,6.790858291724448
378.22598678116225,431.6596944033565,439.82007910248376,10.546819127927995
296.64076557088504,337.4433218083013,343.75099300253464,8.112903814340243
208.11907318382822,227.53161256387574,231.78379932437898,3.965394448605407
162.4768249873822,172.89091186198897,176.81926387084724,2.2782201005945053
460.45747119353945,497.038506925557,513.1541242011511,8.434019857844769
403.7040282657559,444.063237308926,459.0120230718328,8.36648959270738
337.79302922611697,370.3198892091931,383.2937205580556,6.740424924281273
230.29507289105752,248.34113411171518,256.67804392784234,4.063577055429865
176.90427385063245,188.16415982511904,194.13432800179973,2.7775928975020476
297.35995972642445,455.3313732745667,555.3882309989347,51.084965170660695
288.4559487698316,412.73310349668805,496.99405736069554,40.32630870323748
269.104229104185,354.3146482667785,419.30377797110657,29.33195646574794
216.13510100285296,269.3771839102803,317.41954833497795,20.78150357141065
182.90219664512307,219.47152137822403,249.48490564252947,14.403656555698248
728.3716433984031,833.5431425880715,941.2601711076073,40.383841265172684
632.8941640608064,719.8447852286665,811.5001877668708,34.015700622083195
497.31958679968596,558.2218064397964,624.7700723185911,27.09426188578579
272.5655729198633,300.21191707248806,322.92458971814955,12.362110534591043
192.43141062242645,209.15605147280982,221.1614831108002,6.52388199261572
244.16649058785114,295.13708170717706,365.47893458108064,19.215864455710687
231.88174936298196,271.63665235738426,302.2055861674069,13.549009114736931
214.63031074040777,237.78375674559436,255.4715729926568,8.461609330611587
168.91242102783949,179.91011377143658,189.6952606395304,4.4555111218140375
135.16211078887662,142.9246560953623,150.05171330615948,2.9356562756450457
683.631693570401,726.9677781286066,745.1703451230949,11.482008145803002
570.053792783037,619.5663326829946,635.4479269910696,11.318712002043872
466.72657974421105,503.6646793552272,516.3555301890918,8.472839806597337
313.3508553812612,335.48904030552137,342.2146270592556,4.790186567127121
230.61016280118722,246.06599374076734,249.87937983463843,3.184557634335938
604.7227205441069,644.4237927757255,699.9926747369384,25.42748574004188
546.3265602633346,580.5736278650002,627.8009179813862,22.901363388400537
452.06481361827696,478.6924530866951,516.1378094089935,18.728334773099682
333.20245974796364,352.5705152727262,379.99803711855867,14.432596670930796
261.50090434212296,276.0548290794921,296.6803505442856,11.136979674661424
498.79903146336966,606.866764055411,736.4033607948435,72.72933732012338
456.827296741565,549.3332846990669,653.4370575112149,60.956604820440454
383.39329993638376,453.59794720300164,524.9300596969435,43.548079724287064
215.8372280605268,241.4521881803824,253.68415843706762,7.18936223640054
149.60519725547962,162.59758424135444,177.57410774792913,6.835378188063582
469.6363024451969,491.6086887929175,505.4958124710854,6.112850105852294
395.70696263867137,430.1355283733187,441.81382544946246,7.413068589369048
321.9653216251466,350.88752571148154,358.61332491012803,6.086922439843033
220.85022899995064,238.44073635822724,243.29536497942445,4.059525061872091
179.9331874696609,191.50469473848682,195.70152744163437,2.9907012481863933
629.2581024336897,680.2117378787071,781.2661490898595,19.798077032528766
555.605418111663,600.2280165835447,670.9967818550977,16.44814548591654
446.657319835289,482.1156485633548,534.5642875843288,13.641414130907876
288.37273532368846,305.40374246838604,326.1540528907917,7.675758891448528
206.85250976872044,219.57831497830963,235.09789035813054,5.707616125140376
