min,mean,max,std
0.22815884476534296,0.2616251255591495,0.28522460761320584,0.009572999636605059
0.4992500937382827,0.5395970186317515,0.5639138240574506,0.01042784116060547
0.79,0.8088554273212388,0.8221425877027537,0.006166628501040998
0.9986270022883296,0.9993355528480832,0.9997855457859747,0.00023519996327696862
1.0,1.0,1.0,0.0
0.3862808145766345,0.43959827576774885,0.4751610891706506,0.018223029693960308
0.5988563888277986,0.6333747981226154,0.6701940035273368,0.014012291634841648
0.8287148156229543,0.8538916477404851,0.8793023255813953,0.008958269925732256
0.9962154294032023,0.998998632632878,1.0,0.0005485735254854012
0.9985190670122177,0.9999830733310714,1.0,0.00012558371839126658
0.4680889207601291,0.5191989856109146,0.6454763220932375,0.028329097794709733
0.5987437650101607,0.6475767525297103,0.7245587683064213,0.020178076785025277
0.7812080536912752,0.8153452058115429,0.8592,0.012847275394681154
0.9946284691136974,0.9969420191334372,0.9986434546687768,0.0005595110532965945
1.0,1.0,1.0,0.0
0.2330259849119866,0.33277804163351565,0.4751538097491718,0.04662188660361474
0.3408207343412527,0.4789384094107031,0.6424757281553398,0.05721224364644207
0.7263444520081688,0.818600919486791,0.862809019288237,0.0259246184438283
0.9975633528265108,0.9996065874033988,1.0,0.00047674363681575937
1.0,1.0,1.0,0.0
0.34420121099208195,0.49977685190428395,0.9054749649040711,0.17657551149626907
0.5189519206308827,0.6450639371643914,0.9553032133365548,0.13613966126030133
0.8546486250545613,0.9027257666498577,0.9897619657025851,0.03875847956280894
0.9983227104998322,0.9997914604048349,1.0,0.0003030307975969842
1.0,1.0,1.0,0.0
0.6399533488837055,0.6776273947369797,0.7155201626567266,0.011086404239978916
0.7647461104462301,0.8006088072131758,0.8369304556354916,0.012628828407452986
0.8907384451921374,0.9139304880677902,0.9298801973220577,0.007363032915017095
0.990194116469882,0.9945816591193021,0.998800719568259,0.0018745046668334966
0.9993249324932493,0.9999815781434211,1.0,7.338214686113336e-05
0.435630689206762,0.4772316208041368,0.5470179290157337,0.01825881415991033
0.6200631911532386,0.6457626362699622,0.6876145108098205,0.014094622912634532
0.783080750961321,0.820190153796146,0.8431762884317628,0.010318462156410952
0.9944738659912503,0.9968642601107214,0.9989865720800608,0.0007980283325655833
1.0,1.0,1.0,0.0
0.4711880483756225,0.5120534825770365,0.5537056928034372,0.01863735632562872
0.6146811665842807,0.6472545098870268,0.6827109266943292,0.019354166872863447
0.763915030922291,0.8029167408202333,0.8412647716384541,0.022003458367704273
0.9935368043087971,0.9962904617147965,0.9986371379897785,0.0011056096727619493
0.9995152690256908,0.9999983842300856,1.0,2.7939273656147494e-05
0.5060606060606061,0.5191206208147348,0.548685911245153,0.005743843575777295
0.7290135827209976,0.7354763901381444,0.7530616789133823,0.003298539704521584
0.9097651421508035,0.9130660056468359,0.9166046165301563,0.0013629964049319747
0.9720430107526882,0.9738995412143432,0.9769176136363636,0.0009444580850000162
1.0,1.0,1.0,0.0
